Fecha,GravedadNombre,ClaseNombre,ChoqueNombre,ObjetoFijoCodigo,ObjetoFijoNombre,OtraClase,NombreOtraClase,Latitud,Longitud,Direccion,TipoVia1,NumeroVia1,LetraVia1,CardinalVia1,TipoVia2,NumeroVia2,LetraVia2,CardinalVia2,Localidad,HoraOcurrencia,TipoDiseño,TipoTiempo,TotalMuertos,TotalHeridos
05/18/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 19-KR 105 02,CL,19, , ,KR,105, , ,FONTIBON,12/31/1899 02:20:00 PM,Tramo de Via,Normal,0,0
05/18/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,KR 73-CL 52A 42,KR,73, , ,CL,52,A, ,ENGATIVA,12/31/1899 12:30:00 PM,Tramo de Via,Normal,0,1
05/16/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 89B-CL 59 S 02,KR,89,B, ,CL,59, ,S,BOSA,12/31/1899 04:40:00 PM,Tramo de Via,Normal,0,0
05/20/2016 12:00:00 AM,Con Heridos,Atropello, , , , , ,0,0,KR 33-CL 55 S 07,KR,33, , ,CL,55, ,S,TUNJUELITO,12/31/1899 12:35:00 PM,Tramo de Via,Normal,0,1
06-05-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 81C-CL 54BIS S 02,KR,81,C, ,CL,54, ,S,KENNEDY,12/31/1899 09:00:00 AM,Interseccion,Normal,0,0
06-05-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 22-KR 27 49,CL,22, , ,KR,27, , ,LOS MARTIRES,12/31/1899 12:05:00 PM,Lote o predio,Normal,0,0
04/20/2016 12:00:00 AM,Con Heridos,Atropello, , , , , ,0,0,KR 13B-CL 41B ES 26,KR,13,B,E,CL,41,B,S,SAN CRISTOBAL,12/31/1899 05:20:00 AM,Tramo de Via,Normal,0,1
04/19/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 40-CL 22B 02,KR,40, , ,CL,22,B, ,TEUSAQUILLO,12/31/1899 09:45:00 AM,Interseccion,Normal,0,0
04/20/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,TR 5P-CL 48Q S 10,TR,5,P, ,CL,48,Q,S,RAFAEL URIBE URIBE,12/31/1899 10:00:00 AM,Tramo de Via,Normal,0,0
04/21/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,CL 62-KR 87 S 02,CL,62, ,S,KR,87, , ,BOSA,12/31/1899 12:00:00 PM,Tramo de Via,Normal,0,2
04/22/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AK 45-CL 192 02,AK,45, , ,CL,192, , ,USAQUEN,12/31/1899 11:00:00 AM,Tramo de Via,Normal,0,0
04/23/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 114A-KR 45 02,CL,114,A, ,KR,45, , ,USAQUEN,12/31/1899 12:30:00 PM,Tramo de Via,Normal,0,0
04/23/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,TR 93-CL 63 10,TR,93, , ,CL,63, , ,ENGATIVA,12/31/1899 09:45:00 PM,Tramo de Via,Normal,0,0
05/18/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,TR 60-CL 127A 02,TR,60, , ,CL,127,A, ,SUBA,12/31/1899 08:38:00 AM,Tramo de Via,Normal,0,2
05/18/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AK 14-CL 34 02,AK,14, , ,CL,34, , ,SANTA FE,12/31/1899 10:30:00 PM,Interseccion,Normal,0,0
05/18/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 86-CL 13C 31,KR,86, , ,CL,13,C, ,KENNEDY,12/31/1899 07:20:00 AM,Tramo de Via,Normal,0,0
05/19/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 153 02,AV,AVENIDA CIUDAD DE CALI, , ,CL,153, , ,SUBA,12/31/1899 10:30:00 AM,Tramo de Via,Normal,0,0
05/18/2016 12:00:00 AM,Solo Daños,Volcamiento, , , , , ,0,0,AV AVENIDA BOYACA-CL 70A S 02,AV,AVENIDA BOYACA, , ,CL,70,A,S,USME,12/31/1899 07:40:00 PM,Tramo de Via,Normal,0,0
05/21/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 24D-CL 20 S 02,KR,24,D, ,CL,20, ,S,ANTONIO NARIÑO,12/31/1899 09:30:00 PM,Interseccion,Normal,0,0
05/24/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 145-KR 111 02,CL,145, , ,KR,111, , ,SUBA,12/31/1899 07:20:00 PM,Tramo de Via,Normal,0,0
05/22/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 12-CL 142 02,KR,12, , ,CL,142, , ,USAQUEN,12/31/1899 10:30:00 AM,Interseccion,Normal,0,0
05/22/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 45-CL 134D 02,KR,45, , ,CL,134,D, ,USAQUEN,12/31/1899 01:15:00 PM,Tramo de Via,Normal,0,0
05/24/2016 12:00:00 AM,Con Heridos,Atropello, , , , , ,0,0,CL 1-KR 13A 02,CL,1, , ,KR,13,A, ,ANTONIO NARIÑO,12/31/1899 07:30:00 AM,Tramo de Via,Normal,0,1
05/24/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 17-CL 134A 02,KR,17, , ,CL,134,A, ,USAQUEN,12/31/1899 03:00:00 PM,Tramo de Via,Normal,0,0
05/24/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 17-KR 62 41,CL,17, , ,KR,62, , ,PUENTE ARANDA,12/31/1899 06:45:00 PM,Tramo de Via,Normal,0,0
05/25/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 17-CL 55 02,KR,17, , ,CL,55, , ,BARRIOS UNIDOS,12/31/1899 02:30:00 PM,Tramo de Via,Normal,0,0
05/24/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 65 S 02,AV,AVENIDA BOYACA, , ,CL,65, ,S,CIUDAD BOLIVAR,12/31/1899 09:15:00 AM,Tramo de Via,Normal,0,0
06/15/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 38-CL 50B S 02,KR,38, , ,CL,50,B,S,TUNJUELITO,12/31/1899 07:10:00 PM,Interseccion,Normal,0,0
04/16/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 22-CL 17 02,KR,22, , ,CL,17, , ,LOS MARTIRES,12/31/1899 05:10:00 AM,Interseccion,Normal,0,0
04/18/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,KR 56-CL 4B 02,KR,56, , ,CL,4,B, ,PUENTE ARANDA,12/31/1899 08:20:00 AM,Interseccion,Normal,0,1
04/18/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 7-CL 99 53,KR,7, , ,CL,99, , ,CHAPINERO,12/31/1899 11:30:00 AM,Tramo de Via,Normal,0,0
04/19/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,AK 7-CL 85 93,AK,7, , ,CL,85, , ,CHAPINERO,12/31/1899 07:00:00 AM,Tramo de Via,Normal,0,1
04/19/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AC 68-KR 60 02,AC,68, , ,KR,60, , ,BARRIOS UNIDOS,12/31/1899 07:00:00 PM,Tramo de Via,Normal,0,0
04/19/2016 12:00:00 AM,Solo Daños,Choque,Objeto Fijo,6,Inmueble, , ,0,0,CL 50-KR 77VBISA S 02,CL,50, ,S,KR,77,V, ,KENNEDY,12/31/1899 05:00:00 PM,Tramo de Via,Normal,0,0
04/15/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,KR 80-CL 71A S 02,KR,80, , ,CL,71,A,S,BOSA,12/31/1899 07:00:00 AM,Interseccion,Normal,0,2
04/20/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 85-CL 26 02,KR,85, , ,CL,26, , ,ENGATIVA,12/31/1899 11:00:00 AM,Tramo de Via,Normal,0,0
04/20/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 80 02,AV,AVENIDA BOYACA, , ,CL,80, , ,ENGATIVA,12/31/1899 08:10:00 AM,Tramo de Via,Normal,0,0
04/20/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 87-KR 16A 02,CL,87, , ,KR,16,A, ,CHAPINERO,12/31/1899 08:40:00 PM,Interseccion,Normal,0,0
04/21/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 62-KR 22 07,CL,62, , ,KR,22, , ,BARRIOS UNIDOS,12/31/1899 01:15:00 PM,Tramo de Via,Normal,0,0
04/22/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 15-CL 127 02,KR,15, , ,CL,127, , ,USAQUEN,12/31/1899 12:30:00 PM,Interseccion,Normal,0,0
04/21/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 6A-KR 78F 02,CL,6,A, ,KR,78,F, ,KENNEDY,12/31/1899 08:30:00 AM,Tramo de Via,Normal,0,0
06-04-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 11A S 02,AV,AVENIDA CIUDAD DE CALI, , ,CL,11,A,S,KENNEDY,12/31/1899 03:40:00 PM,Tramo de Via,Normal,0,0
06/14/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AV AVENIDA PRIMERO DE MAYO-KR 70B 02,AV,AVENIDA PRIMERO DE MAYO, , ,KR,70,B, ,KENNEDY,12/31/1899 07:20:00 PM,Interseccion,Normal,0,0
06/14/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AC 71-KR 82 S 02,AC,71, ,S,KR,82, , ,CIUDAD BOLIVAR,12/31/1899 01:20:00 AM,Tramo de Via,Normal,0,0
06/16/2016 12:00:00 AM,Solo Daños,Choque,Objeto Fijo,5,Defensa Metalica, , ,0,0,KR 13-CL 38 33,KR,13, , ,CL,38, , ,TEUSAQUILLO,12/31/1899 11:50:00 AM,Tramo de Via,Normal,0,0
06/17/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AK 86-CL 42A S 02,AK,86, , ,CL,42,A,S,KENNEDY,12/31/1899 12:30:00 AM,Tramo de Via,Normal,0,0
06/16/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 71A-KR 50 02,CL,71,A, ,KR,50, , ,BARRIOS UNIDOS,12/31/1899 07:15:00 AM,Tramo de Via,Normal,0,0
06/16/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 30-CL 73 02,KR,30, , ,CL,73, , ,BARRIOS UNIDOS,12/31/1899 11:20:00 AM,Tramo de Via,Normal,0,0
06/16/2016 12:00:00 AM,Con Heridos,Atropello, , , , , ,0,0,CL 95-KR 45A 02,CL,95, , ,KR,45,A, ,BARRIOS UNIDOS,12/31/1899 02:35:00 PM,Tramo de Via,Normal,0,1
06/17/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 7-CL 80A 02,KR,7, , ,CL,80,A, ,CHAPINERO,12/31/1899 10:40:00 PM,Interseccion,Normal,0,0
06/19/2016 12:00:00 AM,Solo Daños,Choque,Objeto Fijo,5,Semaforo, , ,0,0,KR 60-CL 67B 42,KR,60, , ,CL,67,B, ,TEUSAQUILLO,12/31/1899 08:50:00 AM,Tramo de Via,Normal,0,0
06/20/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AK 45-CL 90 02,AK,45, , ,CL,90, , ,USAQUEN,12/31/1899 11:15:00 AM,Tramo de Via,Normal,0,0
04/25/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 33-DG 52 S 02,KR,33, , ,DG,52, ,S,TUNJUELITO,12/31/1899 03:40:00 PM,Interseccion,Normal,0,0
04/25/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,DG 49-KR 52C S 02,DG,49, ,S,KR,52,C, ,RAFAEL URIBE URIBE,12/31/1899 06:40:00 AM,Tramo de Via,Normal,0,0
04/26/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AV AVENIDA DEL SUR-CL 57 S 02,AV,AVENIDA DEL SUR, , ,CL,57, ,S,BOSA,12/31/1899 09:30:00 PM,Tramo de Via,Normal,0,0
04/27/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 55-CL 174B 02,KR,55, , ,CL,174,B, ,SUBA,12/31/1899 01:40:00 PM,Interseccion,Lluvia,0,0
04/27/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 80-CL 51 S 02,KR,80, , ,CL,51, ,S,KENNEDY,12/31/1899 06:00:00 PM,Interseccion,Normal,0,0
04/26/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 14-CL 28 S 02,KR,14, , ,CL,28, ,S,RAFAEL URIBE URIBE,12/31/1899 10:45:00 PM,Interseccion,Normal,0,0
04/27/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,KR 22-CL 163 02,KR,22, , ,CL,163, , ,USAQUEN,12/31/1899 02:50:00 PM,Interseccion,Normal,0,1
04/29/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,AV AVENIDA PRIMERO DE MAYO-KR 79 02,AV,AVENIDA PRIMERO DE MAYO, , ,KR,79, , ,KENNEDY,12/31/1899 12:30:00 PM,Interseccion,Normal,0,1
04/29/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AV AVENIDA SUBA-CL 127B 02,AV,AVENIDA SUBA, , ,CL,127,B, ,SUBA,12/31/1899 07:00:00 AM,Tramo de Via,Normal,0,0
04/30/2016 12:00:00 AM,Solo Daños,Choque,Objeto Fijo,2,Poste, , ,0,0,CL 90A-KR 86A 23,CL,90,A, ,KR,86,A, ,ENGATIVA,12/31/1899 12:10:00 AM,Tramo de Via,Normal,0,0
04/29/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,TR 120-CL 77 96,TR,120, , ,CL,77, , ,ENGATIVA,12/31/1899 08:30:00 PM,Tramo de Via,Normal,0,0
04/29/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 26-KR 32 61,CL,26, , ,KR,32, , ,PUENTE ARANDA,12/31/1899 09:40:00 AM,Lote o predio,Normal,0,0
04/29/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 87-KR 19C 02,CL,87, , ,KR,19,C, ,CHAPINERO,12/31/1899 08:20:00 AM,Interseccion,Normal,0,0
06/17/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 30-CL 52 02,KR,30, , ,CL,52, , ,TEUSAQUILLO,12/31/1899 07:15:00 AM,Tramo de Via,Normal,0,0
06/17/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,KR 67-CL 62D S 02,KR,67, , ,CL,62,D,S,CIUDAD BOLIVAR,12/31/1899 12:10:00 PM,Interseccion,Normal,0,1
06/19/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,CL 69B-KR 110 02,CL,69,B, ,KR,110, , ,ENGATIVA,12/31/1899 07:30:00 PM,Tramo de Via,Normal,0,1
06/20/2016 12:00:00 AM,Con Heridos,Choque,Objeto Fijo,2,Poste, , ,0,0,CL 38-KR 34 S 33,CL,38, ,S,KR,34, , ,ANTONIO NARIÑO,12/31/1899 11:40:00 PM,Tramo de Via,Normal,0,2
06/26/2016 12:00:00 AM,Con Heridos,Atropello, , , , , ,0,0,CL 42-KR 88D S 19,CL,42, ,S,KR,88,D, ,KENNEDY,12/31/1899 05:10:00 PM,Tramo de Via,Normal,0,1
06/25/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,KR 14-CL 34 02,KR,14, , ,CL,34, , ,SANTA FE,12/31/1899 11:45:00 AM,Interseccion,Normal,0,1
06/25/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 79 02,AV,AVENIDA CIUDAD DE VILLAVICENCIO, , ,KR,79, , ,KENNEDY,12/31/1899 10:30:00 PM,Interseccion,Lluvia,0,1
06/27/2016 12:00:00 AM,Con Heridos,Atropello, , , , , ,0,0,CL 139-KR 147 02,CL,139, , ,KR,147, , ,SUBA,12/31/1899 07:00:00 PM,Interseccion,Normal,0,1
06/27/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 35A-CL 1F 02,KR,35,A, ,CL,1,F, ,PUENTE ARANDA,12/31/1899 02:30:00 PM,Tramo de Via,Normal,0,0
03/17/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 7-CL 37 02,KR,7, , ,CL,37, , ,SANTA FE,12/31/1899 08:30:00 PM,Tramo de Via,Normal,0,0
03/17/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 17-KR 53 02,CL,17, , ,KR,53, , ,PUENTE ARANDA,12/31/1899 11:50:00 AM,Interseccion,Normal,0,0
03/17/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 12-KR 14 S 18,CL,12, ,S,KR,14, , ,ANTONIO NARIÑO,12/31/1899 05:57:00 PM,Tramo de Via,Normal,0,0
03/19/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 58-CL 151 03,KR,58, , ,CL,151, , ,SUBA,12/31/1899 08:15:00 AM,Tramo de Via,Normal,0,0
03/23/2016 12:00:00 AM,Con Heridos,Caida de ocupante, , , , , ,0,0,AV AVENIDA BOYACA-CL 60A S 24,AV,AVENIDA BOYACA, , ,CL,60,A,S,CIUDAD BOLIVAR,12/31/1899 02:40:00 PM,Tramo de Via,Normal,0,1
03/23/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AK 45-CL 128 02,AK,45, , ,CL,128, , ,USAQUEN,12/31/1899 06:40:00 AM,Tramo de Via,Lluvia,0,0
03/27/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 26A-CL 11 S 02,KR,26,A, ,CL,11, ,S,RAFAEL URIBE URIBE,12/31/1899 12:40:00 PM,Glorieta,Normal,0,0
03/25/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AK 45-CL 115 02,AK,45, , ,CL,115, , ,SUBA,12/31/1899 12:00:00 AM,Tramo de Via,Normal,0,0
03/28/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 105C-CL 64C 02,KR,105,C, ,CL,64,C, ,ENGATIVA,12/31/1899 06:50:00 AM,Interseccion,Normal,0,0
03/28/2016 12:00:00 AM,Solo Daños,Choque,Objeto Fijo,10,Vehiculo estacionado, , ,0,0,TR 127-CL 133 82,TR,127, , ,CL,133, , ,SUBA,12/31/1899 02:45:00 AM,Tramo de Via,Normal,0,0
06/21/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,AV AVENIDA PRIMERO DE MAYO-CL 45 S 02,AV,AVENIDA PRIMERO DE MAYO, , ,CL,45, ,S,KENNEDY,12/31/1899 12:30:00 AM,Interseccion,Normal,0,1
06/22/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 10-CL 12 46,KR,10, , ,CL,12, , ,LOS MARTIRES,12/31/1899 06:20:00 PM,Tramo de Via,Normal,0,0
06/23/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,CL 145-KR 7B 02,CL,145, , ,KR,7,B, ,USAQUEN,12/31/1899 07:50:00 AM,Interseccion,Normal,0,2
06/24/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 7-CL 130 02,KR,7, , ,CL,130, , ,USAQUEN,12/31/1899 01:15:00 PM,Tramo de Via,Normal,0,0
06/26/2016 12:00:00 AM,Con Heridos,Atropello, , , , , ,0,0,CL 62-KR 43C S 02,CL,62, ,S,KR,43,C, ,CIUDAD BOLIVAR,12/31/1899 03:45:00 AM,Tramo de Via,Normal,0,1
07-01-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 63-CL 100 02,KR,63, , ,CL,100, , ,BARRIOS UNIDOS,12/31/1899 05:00:00 PM,Tramo de Via,Normal,0,0
07-01-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 34A-KR 89C S 41,CL,34,A,S,KR,89,C, ,KENNEDY,12/31/1899 10:30:00 PM,Tramo de Via,Normal,0,0
07-02-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 22 02,AV,AVENIDA CIUDAD DE CALI, , ,CL,22, , ,FONTIBON,12/31/1899 01:00:00 AM,Tramo de Via,Normal,0,0
07-03-16 0:00,Solo Daños,Choque,Objeto Fijo,1,Muro, , ,0,0,AV AVENIDA DE LAS AMERICAS-KR 30 02,AV,AVENIDA DE LAS AMERICAS, , ,KR,30, , ,BARRIOS UNIDOS,12/31/1899 01:00:00 PM,Tramo de Via,Normal,0,0
07-05-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 70-KR 110 02,CL,70, , ,KR,110, , ,ENGATIVA,12/31/1899 11:15:00 PM,Tramo de Via,Normal,0,0
07-05-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,AK 30-CL 13 02,AK,30, , ,CL,13, , ,SANTA FE,12/31/1899 11:30:00 PM,Tramo de Via,Normal,0,0
03-09-16 0:00,Con Heridos,Caida de ocupante, , , , , ,0,0,CL 63-KR 68B 02,CL,63, , ,KR,68,B, ,ENGATIVA,12/31/1899 01:30:00 PM,Tramo de Via,Normal,0,1
03-10-16 0:00,Con Heridos,Choque,Vehiculo, , , , ,0,0,CL 26-KR 13A 02,CL,26, , ,KR,13,A, ,SANTA FE,12/31/1899 11:00:00 PM,Tramo de Via,Normal,0,1
03/13/2016 12:00:00 AM,Con Muertos,Atropello, , , , , ,0,0,KR 13-CL 81A S 52,KR,13, , ,CL,81,A,S,CIUDAD BOLIVAR,12/31/1899 05:50:00 AM,Tramo de Via,Normal,2,0
03-12-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 46C-CL 76 S 06,KR,46,C, ,CL,76, ,S,CIUDAD BOLIVAR,12/31/1899 11:00:00 AM,Tramo de Via,Normal,0,0
03-12-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 20B-CL 72A 02,KR,20,B, ,CL,72,A, ,BARRIOS UNIDOS,12/31/1899 10:00:00 AM,Interseccion,Normal,0,0
03-12-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,AK 68-CL 47 02,AK,68, , ,CL,47, , ,TEUSAQUILLO,12/31/1899 11:00:00 AM,Tramo de Via,Normal,0,0
03/13/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 82-KR 13 02,CL,82, , ,KR,13, , ,CHAPINERO,12/31/1899 03:15:00 AM,Interseccion,Normal,0,0
03/15/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 84A-CL 66A 02,KR,84,A, ,CL,66,A, ,FONTIBON,12/31/1899 04:40:00 PM,Tramo de Via,Normal,0,0
06/28/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 13-KR 38 02,CL,13, , ,KR,38, , ,PUENTE ARANDA,12/31/1899 01:50:00 PM,Interseccion,Normal,0,0
06/29/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 86-CL 23 02,KR,86, , ,CL,23, , ,FONTIBON,12/31/1899 07:30:00 AM,Tramo de Via,Normal,0,0
06/29/2016 12:00:00 AM,Con Heridos,Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 20 02,AV,AVENIDA CIUDAD DE CALI, , ,CL,20, , ,FONTIBON,12/31/1899 03:30:00 PM,Tramo de Via,Normal,0,1
06/30/2016 12:00:00 AM,Con Heridos,Atropello, , , , , ,0,0,KR 3-CL 27A ES 02,KR,3, ,E,CL,27,A,S,SAN CRISTOBAL,12/31/1899 07:30:00 AM,Tramo de Via,Normal,0,1
06/30/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 7C-CL 71 02,KR,7,C, ,CL,71, , ,USAQUEN,12/31/1899 01:15:00 PM,Tramo de Via,Normal,0,0
07-01-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 72-KR 105F 02,CL,72, , ,KR,105,F, ,ENGATIVA,12/31/1899 10:30:00 AM,Interseccion,Normal,0,0
07-02-16 0:00,Con Heridos,Atropello, , , , , ,0,0,CL 65B-KR 88 97,CL,65,B, ,KR,88, , ,ENGATIVA,12/31/1899 09:55:00 AM,Lote o predio,Normal,0,1
07-04-16 0:00,Con Heridos,Choque,Vehiculo, , , , ,0,0,CL 36-KR 3B SE 02,CL,36, ,S,KR,3,B,E,SAN CRISTOBAL,12/31/1899 10:25:00 AM,Interseccion,Normal,0,3
07-03-16 0:00,Con Heridos,Atropello, , , , , ,0,0,KR 53-CL 45A S 02,KR,53, , ,CL,45,A,S,TUNJUELITO,12/31/1899 01:20:00 AM,Tramo de Via,Normal,0,2
07-04-16 0:00,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 90-KR 94L 02,CL,90, , ,KR,94,L, ,ENGATIVA,12/31/1899 07:00:00 AM,Interseccion,Normal,0,0
03/29/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 86A-CL 69A 19,KR,86,A, ,CL,69,A, ,ENGATIVA,12/31/1899 08:00:00 AM,Tramo de Via,Normal,0,0
03/28/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,CL 63-KR 17 02,CL,63, , ,KR,17, , ,BARRIOS UNIDOS,12/31/1899 03:07:00 PM,Tramo de Via,Normal,0,0
04/23/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-AV AVENIDA CIUDAD DE VILLAVICENCIO 02,AV,AVENIDA CIUDAD DE CALI, , ,AV,, , ,KENNEDY,12/31/1899 10:10:00 PM,Tramo de Via,Normal,0,0
04/25/2016 12:00:00 AM,Con Muertos,Atropello, , , , , ,0,0,KR 26-CL 42 S 02,KR,26, , ,CL,42, ,S,RAFAEL URIBE URIBE,12/31/1899 11:45:00 AM,Tramo de Via,Normal,1,0
04/23/2016 12:00:00 AM,Solo Daños,Choque,Vehiculo, , , , ,0,0,KR 7-CL 92 02,KR,7, , ,CL,92, , ,CHAPINERO,12/31/1899 02:15:00 PM,Tramo de Via,Normal,0,0
